C:\Simcenter\Testxpress\ProjectData,20.01.26,12:57:22,,,,,,,,,,,,,,,,
,M1: CHRA_x : FFT(C1) Frequency[Hz],M1: CHRA_x : FFT(C1) [g],,M2: CHRA_y : FFT(C2) Frequency[Hz],M2: CHRA_y : FFT(C2) [g],,M3: CHRA_z : FFT(C3) Frequency[Hz],M3: CHRA_z : FFT(C3) [g],,M4: EG_Block_x : FFT(C13) Frequency[Hz],M4: EG_Block_x : FFT(C13) [g],,M5: EG_Block_y : FFT(C14) Frequency[Hz],M5: EG_Block_y : FFT(C14) [g],,M6: EG_Block_z : FFT(C15) Frequency[Hz],M6: EG_Block_z : FFT(C15) [g],
Unit,Hz,g,,Hz,g,,Hz,g,,Hz,g,,Hz,g,,Hz,g,
Sensor,,,,,,,,,,,,,,,,,,
PointId,,,,,,,,,,,,,,,,,,
PointDir,,'',,,'',,,'',,,'',,,'',,,'',
Info1,,,,,,,,,,,,,,,,,,
Info2,,,,,,,,,,,,,,,,,,
Info3,,,,,,,,,,,,,,,,,,
Info4,,,,,,,,,,,,,,,,,,
Z Axis,,,,,,,,,,,,,,,,,,
,150,-0.2433795,-0.4328124,150,0.3630112,0.2187851,150,-1.325907,0.22824,150,-0.2388014,0.1570424,150,-0.072993,-0.2633476,150,1.3481877,0.7377435
,151.5625,-0.4791378,0.1747944,151.5625,0.4752173,0.0161307,151.5625,-1.0390878,0.7347177,151.5625,-0.1640439,0.2373479,151.5625,-0.2765684,0.0340313,151.5625,1.5973959,0.1781064
,153.125,-0.476699,0.193429,153.125,0.4869655,-0.1147531,153.125,-0.7853208,0.9807467,153.125,-0.0849116,0.233071,153.125,-0.2786222,0.0590872,153.125,1.6170957,-0.1519134
,154.6875,0.2401618,0.4791153,154.6875,0.4940237,-0.2248663,154.6875,-0.6388348,1.0785948,154.6875,-0.0550317,0.2327513,154.6875,0.0852124,0.2789543,154.6875,1.6123662,-0.3032144
,156.25,0.5447032,0.2262481,156.25,0.5268606,-0.2652684,156.25,-0.7073867,1.0275739,156.25,-0.2076159,-0.1235706,156.25,0.2651486,0.1561323,156.25,1.6824926,-0.1426741
,157.8125,0.0071814,0.6146854,157.8125,0.602025,-0.0857044,157.8125,-1.0433121,0.6510091,157.8125,0.0386803,-0.2431176,157.8125,-0.0451615,0.3081356,157.8125,1.5802898,0.6095819
,159.375,-0.6194524,-0.2764435,159.375,0.5258211,0.3330993,159.375,-1.261555,-0.2834409,159.375,0.2259731,0.1438281,159.375,-0.2834632,-0.1821237,159.375,0.6713392,1.6317488
,160.9375,-0.2741826,-0.6329657,160.9375,0.2474974,0.5750357,160.9375,-0.8207873,-1.0340104,160.9375,0.0479395,0.262003,160.9375,-0.0675209,-0.3315046,160.9375,-0.5591886,1.694463
,162.5,0.7417142,-0.0678225,162.5,-0.2340061,0.59326,162.5,0.2534733,-1.3501647,162.5,-0.2853223,-0.0521165,162.5,0.3654093,0.0536366,162.5,-1.699759,0.6676971
,164.0625,0.7162328,0.2913212,164.0625,-0.6142465,0.2320332,164.0625,1.3005593,-0.7115901,164.0625,-0.235477,-0.1904531,164.0625,0.30738,0.2402911,164.0625,-1.6128724,-0.9582569
,165.625,-0.3411409,0.734004,165.625,-0.5865581,-0.2795133,165.625,1.413934,0.668864,165.625,0.2081125,-0.2313899,165.625,-0.2701543,0.3111056,165.625,-0.1360639,-1.8453442
,167.1875,-0.274471,0.8571822,167.1875,-0.2350144,0.5688268,167.1875,-0.6684455,1.4751964,167.1875,0.1810172,-0.2731716,167.1875,-0.2586741,0.3833155,167.1875,-1.8521284,0.2046239
,168.75,-0.8867962,0.0235308,168.75,0.4997567,0.2262988,168.75,-1.6316285,-0.6746418,168.75,0.3144878,0.0799793,168.75,-0.4476497,-0.1184719,168.75,0.004546,1.904452
,170.3125,-0.8414539,0.5368206,170.3125,0.1945611,-0.4421615,170.3125,0.7013871,-1.6893874,170.3125,0.3313771,-0.1128799,170.3125,-0.5000275,0.1544971,170.3125,1.8905109,-0.0957465
,171.875,-0.8827055,-0.4696599,171.875,-0.2073761,-0.3851426,171.875,1.6898776,0.8837874,171.875,0.2491978,0.2269944,171.875,-0.3814487,-0.3697267,171.875,0.3414729,-1.9254799
,173.4375,-0.8318525,0.7165673,173.4375,-0.2942408,0.3122124,173.4375,1.2672977,-1.6060395,173.4375,0.3281592,-0.1568163,173.4375,-0.5305564,0.2382718,173.4375,-1.7793994,-0.9478231
,175,-1.1205312,0.2473701,175,0.0169457,0.4430859,175,-1.2941571,-1.6394542,175,0.3728958,0.0393398,175,-0.6078321,-0.0496008,175,-1.4689393,1.4002036
,176.5625,-0.182023,1.2575194,176.5625,0.4165126,0.275879,176.5625,-2.1883554,0.4256959,176.5625,0.1877278,-0.3710355,176.5625,-0.2898297,0.6194946,176.5625,0.444909,2.0340283
,178.125,-0.5231849,1.2739716,178.125,0.543267,-0.1867751,178.125,-0.7026461,2.248383,178.125,0.3001935,-0.3311355,178.125,-0.4841634,0.5814395,178.125,1.9722733,0.7687157
,179.6875,1.3510599,0.4700061,179.6875,0.3021417,-0.5566919,179.6875,1.2989748,2.0886729,179.6875,-0.3551914,-0.2985795,179.6875,0.6269631,0.4700391,179.6875,1.9812137,-0.8566248
,181.25,1.5560287,-0.236416,181.25,0.5179272,-0.5810747,181.25,2.2399042,1.2658695,181.25,-0.4834586,-0.1186785,181.25,0.8451195,0.1381624,181.25,1.5093198,-1.608707
,182.8125,-0.6449531,-1.4866958,182.8125,-0.3397703,-0.8757714,182.8125,2.451741,0.027085,182.8125,0.0072508,0.5001264,182.8125,-0.0820265,-0.8660621,182.8125,0.5575792,-2.2296119
,184.375,-1.7419833,-0.4846522,184.375,0.5468916,0.5839555,184.375,0.8809437,-1.8180983,184.375,0.4080531,0.3480019,184.375,-0.7913694,-0.5204414,184.375,-1.4705182,1.2007904
,185.9375,-0.8100735,-1.6985196,185.9375,-0.3057505,-0.2973666,185.9375,1.2128236,0.1358902,185.9375,-0.0267021,0.5118575,185.9375,-0.1274359,-0.9369968,185.9375,-0.8523024,0.364338
,187.5,1.9051051,-0.4721711,187.5,0.4179319,-0.1500456,187.5,0.2601754,1.2002777,187.5,-0.5153438,-0.1443535,187.5,0.9752428,0.0746685,187.5,-0.2084187,-0.951773
,189.0625,1.9519001,-0.1917121,189.0625,0.1377189,-0.4502052,189.0625,0.1353275,1.2678113,189.0625,-0.468892,-0.2399467,189.0625,0.91069,0.2262008,189.0625,-0.0671005,-0.9630089
,190.625,0.282531,1.9287355,190.625,0.1625715,0.441626,190.625,-1.2527865,0.2399812,190.625,0.2216694,-0.4685144,190.625,-0.1873117,0.8981303,190.625,0.9507874,-0.1224815
,192.1875,0.8140132,1.7632203,192.1875,0.4370006,0.2573887,192.1875,-1.1356233,0.6800287,192.1875,0.0955032,-0.4998545,192.1875,0.0468379,0.8833836,192.1875,0.8707984,-0.4029421
,193.75,-1.2592973,1.2383661,193.75,-0.4781318,0.2195994,193.75,-1.0027003,-0.7232671,193.75,0.456392,-0.077088,193.75,-0.7437589,0.3087239,193.75,0.6259604,0.6159472
,195.3125,-0.0059332,1.7839829,195.3125,-0.1338558,0.4863062,195.3125,-1.2807947,0.2976236,195.3125,0.2844693,-0.3869504,195.3125,-0.3315093,0.7421172,195.3125,0.9089538,-0.0106737
,196.875,-1.3322955,0.8647915,196.875,-0.1588157,-0.522451,196.875,-0.9471664,-0.8308117,196.875,0.4265448,0.0372439,196.875,-0.7322246,0.1131569,196.875,0.4690301,0.6861548
,198.4375,-0.4644295,1.4307671,198.4375,-0.5050667,-0.2138304,198.4375,-1.2410774,-0.0174947,198.4375,0.356211,-0.2193012,198.4375,-0.5100253,0.5189659,198.4375,0.8018645,0.2391243
,200,-1.0758474,0.7560722,200,0.4937346,-0.1161118,200,-0.8818005,-0.6667376,200,0.366362,0.0525615,200,-0.6467235,0.0643557,200,0.449809,0.6345049
,201.5625,0.3944909,1.2032831,201.5625,0.4972405,-0.2195876,201.5625,-0.9136423,0.7218993,201.5625,0.1678628,-0.3355281,201.5625,-0.1343419,0.6455898,201.5625,0.7561958,-0.2640832
,203.125,0.0991388,1.0760672,203.125,-0.3036375,0.3838763,203.125,-0.939154,0.4926879,203.125,0.2261606,-0.2633248,203.125,-0.2687072,0.5393122,203.125,0.7537659,-0.0891955
,204.6875,0.9640515,-0.0976326,204.6875,-0.263168,0.3977046,204.6875,0.5641459,0.893652,204.6875,-0.2515836,-0.2214144,204.6875,0.5264527,0.2537681,204.6875,-0.1112888,-0.7304752
,206.25,0.6942596,-0.4945204,206.25,0.2694303,-0.391722,206.25,0.1991213,0.9791725,206.25,-0.3242682,-0.0743485,206.25,0.5478411,-0.0287628,206.25,-0.4574153,-0.5587635
,207.8125,-0.6053324,-0.4187211,207.8125,0.2069069,-0.4311776,207.8125,0.4105574,0.9202163,207.8125,0.0270714,0.3058266,207.8125,-0.1942172,-0.4589494,207.8125,-0.323008,0.5890474
,209.375,-0.6067217,-0.14009,209.375,-0.1997725,0.4554783,209.375,-0.4704297,-0.9014274,209.375,0.1135594,0.2530041,209.375,-0.3469187,-0.3325185,209.375,-0.0329572,0.6967207
,210.9375,0.0415867,0.5041101,210.9375,0.1947903,-0.4339201,210.9375,0.4293493,0.8478169,210.9375,0.1648031,-0.1924357,210.9375,-0.1554843,0.3975919,210.9375,-0.5888652,0.261777
,212.5,0.4136341,0.1537439,212.5,0.2905255,-0.4339086,212.5,0.4870246,0.8345097,212.5,-0.1217059,-0.218199,212.5,0.3305526,0.2692557,212.5,-0.0659267,-0.672359
,214.0625,0.3383081,0.0767036,214.0625,-0.2911048,0.4394328,214.0625,-0.3973862,-0.8618463,214.0625,0.0228288,-0.2216559,214.0625,0.092035,0.3713892,214.0625,0.310456,-0.5779357
,215.625,-0.3815498,0.0651392,215.625,-0.3343442,0.4500368,215.625,-0.3468499,-0.836733,215.625,0.2107268,0.041879,215.625,-0.3727633,0.0503342,215.625,0.5489723,0.3523375
,217.1875,-0.1864853,0.3867154,217.1875,0.4643462,-0.3805003,217.1875,0.2456627,0.9199668,217.1875,0.19173,0.0563701,217.1875,-0.352213,0.0156999,217.1875,0.5460584,0.3922065
,218.75,-0.3400978,-0.2863418,218.75,0.5195917,-0.3109121,218.75,0.0741788,0.8779175,218.75,-0.0206629,0.1823255,218.75,-0.087068,-0.3109617,218.75,-0.216877,0.5864395
,220.3125,-0.319438,0.3140014,220.3125,-0.5349272,0.2221533,220.3125,0.0835494,-0.8564713,220.3125,0.0702027,0.1715834,220.3125,-0.2147625,-0.2376957,220.3125,0.1238911,0.6278607
,221.875,-0.3979254,-0.2061129,221.875,-0.6638752,0.0608243,221.875,0.39518,-0.8200665,221.875,-0.1114622,0.1347791,221.875,0.0931141,-0.2692584,221.875,-0.4358206,0.3863073
,223.4375,0.0454906,-0.4903771,223.4375,0.4517464,0.5481816,223.4375,-0.9229971,0.0892821,223.4375,0.0361586,0.1769297,223.4375,-0.1821242,-0.2191143,223.4375,0.1416356,0.6034753
,225,0.4236098,-0.2936675,225,-0.0093824,0.6976643,225,-0.7508272,-0.5305841,225,0.1725831,-0.0264454,225,0.0461074,-0.2424528,225,-0.2647852,0.5164543
,226.5625,-0.1443152,-0.5068014,226.5625,0.3896954,-0.5599234,226.5625,0.2445283,0.8272668,226.5625,0.0886936,0.1603406,226.5625,-0.2101358,-0.120671,226.5625,0.4004995,0.4648053
,228.125,-0.1125333,-0.5902131,228.125,0.7526558,-0.0255197,228.125,-0.5535399,0.6817062,228.125,-0.1863381,-0.0135764,228.125,-0.1617273,-0.1591817,228.125,0.317202,0.5151972
,229.6875,-0.7616172,0.1885909,229.6875,-0.4030255,-0.6518738,229.6875,0.8492081,0.1821315,229.6875,-0.1844801,0.0783698,229.6875,-0.2201215,0.0972782,229.6875,0.139738,-0.5927688
,231.25,0.1829267,0.5138509,231.25,0.2806966,-0.71425,231.25,0.2939434,0.8051608,231.25,0.0740256,-0.2068954,231.25,-0.1622181,0.0685717,231.25,0.0409341,0.3287328
,232.8125,0.5862896,-0.0041781,232.8125,-0.7711863,0.013204,232.8125,0.6533384,-0.56732,232.8125,-0.1755131,-0.1419723,232.8125,-0.1560827,0.0874423,232.8125,0.2986938,-0.1812383
,234.375,-0.0204582,0.6048496,234.375,-0.3935174,-0.6640421,234.375,0.8026663,0.3156555,234.375,0.1514446,-0.1752903,234.375,0.0058329,-0.1942406,234.375,0.3013598,0.1760131
,235.9375,0.5499326,-0.2461794,235.9375,-0.3458727,0.6530908,235.9375,-0.1157404,-0.7850482,235.9375,-0.2318573,-0.0436693,235.9375,-0.1822441,0.0482117,235.9375,-0.0079354,-0.3440711
,237.5,0.5668596,0.3738843,237.5,-0.7446848,-0.2259617,237.5,0.7712891,-0.2561335,237.5,-0.0842692,-0.2167277,237.5,-0.1322198,-0.1105952,237.5,0.3533795,-0.0777858
,239.0625,-0.1894424,-0.6438607,239.0625,-0.1906091,0.7683056,239.0625,-0.2486544,-0.7847704,239.0625,-0.0690738,0.206543,239.0625,-0.1824497,0.1770286,239.0625,-0.1015287,-0.354421
,240.625,-0.090381,-0.6989657,240.625,-0.7624869,-0.0332676,240.625,0.705699,-0.373844,240.625,-0.1095824,0.1961488,240.625,-0.227354,-0.1638541,240.625,0.3192028,-0.176578
,242.1875,-0.3930062,-0.6366611,242.1875,0.0184333,0.776106,242.1875,-0.427287,-0.7270618,242.1875,-0.0172479,0.2381389,242.1875,-0.2400175,0.2298108,242.1875,-0.2181508,-0.3026977
,243.75,0.7759144,0.1939575,243.75,-0.748739,0.0662144,243.75,0.705933,-0.4820013,243.75,-0.1594052,-0.1883556,243.75,0.0478704,-0.3625045,243.75,0.2819361,-0.2400159
,245.3125,0.5698475,-0.5784963,245.3125,0.0183419,0.794587,245.3125,-0.4660448,-0.7955233,245.3125,-0.2451868,0.0303377,245.3125,-0.0103795,0.3635563,245.3125,-0.2353914,-0.2793994
,246.875,0.288635,0.8267024,246.875,-0.902817,-0.2153796,246.875,0.9755316,-0.2523327,246.875,0.1072921,-0.2283262,246.875,-0.2049595,0.3793166,246.875,0.3309015,-0.1462827
,248.4375,0.5419154,0.9542036,248.4375,-0.1691411,0.9935679,248.4375,-0.2188727,-1.0275271,248.4375,-0.2021413,-0.14603,248.4375,0.3511116,-0.0521294,248.4375,-0.1135976,-0.3600141
,250,-0.6802782,-0.8476379,250,-0.9470499,-0.1640553,250,0.9913983,-0.1776701,250,0.0271624,0.2827695,250,0.0309378,-0.3584433,250,0.3644633,-0.1023235
,251.5625,-0.971284,0.9114322,251.5625,-0.4717957,0.8067695,251.5625,0.2068699,-0.9968297,251.5625,0.3260441,0.0014874,251.5625,-0.433709,-0.0406637,251.5625,0.0624113,-0.3796168
,253.125,-1.4879456,0.3287899,253.125,-0.6521847,-0.6618516,253.125,0.8662713,0.5178283,253.125,0.2746521,0.2169775,253.125,-0.3876807,-0.3160127,253.125,0.3465337,0.1742041
,254.6875,-0.6141267,1.5144501,254.6875,-0.827307,0.3408235,254.6875,0.7955915,-0.5892021,254.6875,0.4011476,-0.0885001,254.6875,-0.5295027,0.1334759,254.6875,0.293,-0.247763
,256.25,-1.5315779,-0.7160421,256.25,0.2948419,-0.8521487,256.25,-0.1420698,1.003402,256.25,0.050121,0.4292263,256.25,-0.1003079,-0.5615987,256.25,-0.0134426,0.3906755
,257.8125,0.4761692,1.3987001,257.8125,-0.6029978,-0.6307467,257.8125,0.7634286,0.6198137,257.8125,-0.2785043,0.2934109,257.8125,-0.3131419,0.411762,257.8125,0.3320006,0.2301907
,259.375,1.1201732,1.0677226,259.375,0.8359023,0.0485246,259.375,-0.9981758,0.0091792,259.375,0.122853,-0.4165374,259.375,-0.1031088,0.5581252,259.375,-0.3909649,0.0445536
,260.9375,1.2937195,-0.8036121,260.9375,0.6557697,-0.4145531,260.9375,-0.8494799,0.4995602,260.9375,-0.3994423,-0.2350441,260.9375,0.5364337,0.2338233,260.9375,-0.0721462,-0.400774
,262.5,1.0062181,1.0133421,262.5,-0.3125817,0.6694391,262.5,0.511485,-0.8668925,262.5,-0.0738149,-0.4150061,262.5,0.1555793,0.514908,262.5,0.1648946,-0.3752122
,264.0625,1.4498433,0.2693674,264.0625,0.053421,0.7094625,264.0625,0.0245752,-1.0425427,264.0625,-0.0758914,-0.4220379,264.0625,0.1800426,0.4958376,264.0625,-0.038242,-0.4294442
,265.625,-1.3318156,0.5231099,265.625,-0.3365494,-0.5217422,265.625,0.4423724,0.907492,265.625,0.4268965,0.0661787,265.625,-0.5307745,0.0185332,265.625,0.2308985,0.3398815
,267.1875,-1.0114983,1.0847992,267.1875,-0.4764245,-0.3808013,267.1875,0.7675135,0.7271832,267.1875,-0.0673695,-0.4052455,267.1875,0.1658387,0.4847888,267.1875,0.3651036,0.2553067
,268.75,0.1746806,-1.4497288,268.75,0.517346,0.1066156,268.75,-0.9690578,-0.2422476,268.75,0.0825121,-0.3797531,268.75,-0.0065733,0.4794106,268.75,-0.4618975,-0.0332453
,270.3125,-0.1819576,-1.3676273,270.3125,0.4714795,0.041061,270.3125,-0.9562054,-0.0779732,270.3125,-0.2022763,-0.3472357,270.3125,0.3454909,0.3672148,270.3125,-0.4363948,0.0648972
,271.875,0.3305833,1.4056754,271.875,-0.5117276,-0.0433841,271.875,1.0272985,0.0394061,271.875,0.3823811,-0.141784,271.875,-0.4093126,0.3030295,271.875,0.4546705,-0.1143132
,273.4375,0.6832185,1.2189507,273.4375,0.4604933,0.0420523,273.4375,0.9656734,-0.150223,273.4375,-0.3479217,-0.1647992,273.4375,0.4494597,0.0857955,273.4375,0.4111059,-0.2080212
,275,-0.7652131,-1.176519,275,0.5078716,0.0159029,275,-0.9875589,0.149661,275,0.0299659,-0.4500715,275,0.4195073,-0.3127345,275,-0.4256275,0.2010036
,276.5625,-0.839799,-1.0988257,276.5625,0.5007513,0.0973708,276.5625,0.9583536,-0.0950208,276.5625,-0.199035,0.1965998,276.5625,-0.1472501,-0.2850966,276.5625,-0.4139536,0.2386598
,278.125,0.8430008,1.0408143,278.125,-0.5021926,-0.1331181,278.125,0.9293097,-0.1168608,278.125,0.2319934,-0.0501903,278.125,-0.0896998,0.1541357,278.125,0.4033512,-0.2389131
,279.6875,-0.8373089,-1.0891554,279.6875,0.5353891,0.1437366,279.6875,-0.9486491,0.0459082,279.6875,-0.1606109,-0.1655382,279.6875,0.0929676,-0.15392,279.6875,-0.4172172,0.2396521
,281.25,-0.6433827,-1.233858,281.25,0.5462035,0.3110616,281.25,-0.9818792,-0.2084276,281.25,0.1254334,-0.1819764,281.25,0.1139555,-0.1428169,281.25,-0.4714651,0.1710098
,282.8125,-0.1901115,1.4396163,282.8125,-0.2622654,-0.6094265,282.8125,0.6640626,0.8124475,282.8125,-0.196754,0.1025123,282.8125,-0.1743175,0.0520487,282.8125,0.4943343,0.1298162
,284.375,-0.9028836,1.1044885,284.375,0.1253954,-0.6675961,284.375,0.0851975,1.0443615,284.375,0.1281751,-0.2153674,284.375,-0.1708848,-0.0504653,284.375,0.3263879,0.377737
,285.9375,1.3082767,-0.5284472,285.9375,-0.4145215,0.5211194,285.9375,0.4603376,-0.8963525,285.9375,-0.0827961,-0.2615159,285.9375,0.1153728,0.1241952,285.9375,-0.1062073,-0.4712651
,287.5,1.4136726,0.3165126,287.5,-0.6787735,0.1773347,287.5,0.9653471,-0.4111947,287.5,0.2914637,-0.0445082,287.5,0.0148253,0.1678482,287.5,0.1925015,-0.4513898
,289.0625,-1.0492622,-0.9523201,289.0625,0.6555987,0.1827993,289.0625,-1.0087819,-0.19611,289.0625,-0.1193346,-0.2941413,289.0625,0.0311269,0.1693575,289.0625,-0.3857573,0.2655517
,290.625,-0.3029957,-1.4563543,290.625,0.4439161,0.5701724,290.625,-0.6563511,-0.8363115,290.625,0.2094269,-0.2476621,290.625,-0.1405523,0.1094619,290.625,-0.4743191,-0.028815
,292.1875,-1.0171967,1.1576608,292.1875,0.1945413,-0.7111648,292.1875,-0.3458172,1.0638663,292.1875,-0.3275375,-0.0652271,292.1875,0.1686846,0.0766113,292.1875,0.2659782,0.4100081
,293.75,-1.5217065,-0.2076197,293.75,0.7075261,-0.1979774,293.75,-1.1068892,0.2273196,293.75,-0.1607632,-0.3012349,293.75,0.0425889,0.1908585,293.75,-0.2171179,0.4344377
,295.3125,0.8627096,1.2983502,295.3125,-0.6082507,-0.4147452,295.3125,0.9060441,0.7648406,295.3125,-0.0270919,-0.349656,295.3125,-0.0399312,0.2002044,295.3125,0.4763647,-0.1209135
,296.875,-1.5158664,0.5517752,296.875,0.0407972,-0.7226819,296.875,-0.1804085,1.2194624,296.875,0.2028471,0.3150091,296.875,-0.0852302,-0.2080886,296.875,0.3562216,0.3407901
,298.4375,-1.0821089,1.3656847,298.4375,-0.722694,0.1805719,298.4375,1.3364774,-0.1747983,298.4375,0.3642665,0.1894661,298.4375,-0.190471,-0.1573496,298.4375,0.2079621,-0.4706679
,300,-0.6610176,-1.7457943,300,-0.4877933,-0.5172815,300,0.7941859,1.0629908,300,-0.3692831,0.235619,300,0.2475922,-0.1067081,300,0.5034017,-0.0534624
,301.5625,-1.9214441,0.4600759,301.5625,-0.2051847,0.6694856,301.5625,0.5269399,-1.2846605,301.5625,0.1978119,0.4263768,301.5625,-0.0802739,-0.2758788,301.5625,-0.304893,-0.4126533
,303.125,-0.5315089,-2.0039093,303.125,-0.7028031,-0.0590506,303.125,1.479777,0.2206239,303.125,-0.4617876,0.2166874,303.125,0.285146,-0.0794912,303.125,0.328795,-0.4069038
,304.6875,-1.5403811,1.4277189,304.6875,0.122949,0.6730233,304.6875,-0.194012,-1.488803,304.6875,0.3980011,0.2986399,304.6875,-0.1973566,-0.2132881,304.6875,-0.4986366,-0.1897866
,306.25,-2.0191705,0.3692286,306.25,-0.6491992,0.2048855,306.25,1.5430517,-0.4403082,306.25,0.1824144,0.4610644,306.25,-0.0485987,-0.2812689,306.25,0.0898759,-0.5403877
,307.8125,-2.0894973,-0.5467169,307.8125,0.2530653,0.6296369,307.8125,-0.6227524,-1.5033489,307.8125,-0.0249931,-0.504573,307.8125,0.0972394,-0.2805263,307.8125,-0.5381365,-0.0408536
,309.375,2.2977388,-0.395989,309.375,-0.5806471,0.3022122,309.375,1.4442364,-0.8845105,309.375,-0.1498739,-0.5185069,309.375,0.014482,0.3190481,309.375,-0.0406946,-0.5296823
,310.9375,1.7093683,-1.7370181,310.9375,0.2931979,0.5807624,310.9375,-0.9885358,-1.4772334,310.9375,-0.4541921,-0.3497621,310.9375,0.2117388,0.2702719,310.9375,-0.5212213,0.0539247
,312.5,0.3542805,2.5773664,312.5,-0.6487297,0.1670375,312.5,1.682039,-0.7346354,312.5,0.5881872,-0.1499737,312.5,-0.3619985,-0.0085997,312.5,0.0618238,-0.5380512
,314.0625,2.696831,0.2595601,314.0625,0.0425607,0.6229361,314.0625,-0.4651773,-1.7828104,314.0625,0.0014573,-0.6052151,314.0625,-0.1067328,0.3647532,314.0625,-0.4874121,-0.1566699
,315.625,-0.6002948,2.7593429,315.625,-0.5033768,-0.3888241,315.625,1.6909491,0.8047161,315.625,0.6147749,0.0911393,315.625,-0.3576233,-0.1739377,315.625,0.4364783,-0.2623176
,317.1875,2.9034615,0.1991642,317.1875,-0.6584753,-0.0070663,317.1875,1.89419,-0.451832,317.1875,-0.0029148,-0.6197377,317.1875,-0.1221507,0.3757156,317.1875,0.2028609,-0.4840238
,318.75,1.6014698,2.3714533,318.75,0.4601158,-0.4999807,318.75,-0.9579684,1.8569655,318.75,0.4695577,-0.3429098,318.75,-0.3674033,0.1204116,318.75,0.2506563,0.4859437
,320.3125,0.5981661,3.055032,320.3125,-0.1846362,-0.6266528,320.3125,1.1008278,1.7253004,320.3125,-0.612596,0.0464567,320.3125,-0.4175851,-0.0747909,320.3125,0.525645,0.0540287
,321.875,-2.1967537,1.7190636,321.875,0.5369462,0.3665478,321.875,-2.0598326,-0.7031361,321.875,-0.1131641,0.5327969,321.875,0.2040316,-0.3204025,321.875,-0.4631557,0.2963708
,323.4375,-2.0174961,1.1778297,323.4375,0.6386096,-0.0408326,323.4375,-2.1463578,0.8371534,323.4375,-0.0598631,0.2113385,323.4375,0.0805788,-0.2158163,323.4375,-0.1659599,0.5394334
,325,0.7084761,-2.3947122,325,-0.4557332,0.4185746,325,1.1144404,-2.1559863,325,-0.1662201,0.1392333,325,0.0709924,0.2268659,325,-0.220137,-0.5339935
,326.5625,-1.0248837,-2.3974144,326.5625,-0.1620233,0.5875779,326.5625,-0.3431066,-2.5707154,326.5625,0.2104773,0.0944279,326.5625,0.185926,0.1683584,326.5625,-0.4938224,-0.3243892
,328.125,2.527199,0.8051286,328.125,-0.2733923,-0.5374084,328.125,2.0981736,1.6828942,328.125,-0.1417419,0.1703279,328.125,-0.2656839,0.0049009,328.125,0.6029863,-0.0861101
,329.6875,2.1084483,-1.1321952,329.6875,-0.5360733,-0.2352035,329.6875,2.8006999,-0.1960149,329.6875,0.023946,0.2146111,329.6875,-0.2105003,0.1807236,329.6875,0.4021797,-0.4836442
,331.25,-0.9794289,2.0982103,331.25,0.509812,-0.0424343,331.25,-2.2619057,1.6741177,331.25,-0.1298147,-0.1502825,331.25,0.0973791,-0.2622781,331.25,-0.074797,0.5971752
,332.8125,-0.5155016,2.2443814,332.8125,-0.4906538,0.0407888,332.8125,-2.0681167,2.0668333,332.8125,0.1198596,0.1315393,332.8125,0.0662215,-0.2854179,332.8125,-0.0263378,0.5732563
,334.375,0.8476121,-2.4580727,334.375,-0.5248904,-0.0075773,334.375,2.5666449,-2.0662045,334.375,0.1252282,0.1442375,334.375,-0.1282618,0.3092712,334.375,0.021579,-0.6114814
,335.9375,-0.8361149,2.7056012,335.9375,0.5060098,0.2079344,335.9375,2.7717721,-2.3578949,335.9375,-0.0123391,-0.2113071,335.9375,-0.1379319,0.3456227,335.9375,-0.1360229,0.6447449
,337.5,-0.4742218,2.8547711,337.5,0.4789143,0.4499073,337.5,-2.8421075,2.9431064,337.5,0.1321738,-0.1458602,337.5,0.1421158,-0.3966379,337.5,-0.1489301,0.6507448
,339.0625,0.2647938,2.9734592,339.0625,0.5980985,0.4858722,339.0625,-2.1372175,3.6265469,339.0625,-0.1883597,-0.059852,339.0625,0.0567327,-0.4334613,339.0625,-0.0423613,0.6840851
,340.625,0.2729362,-2.8429406,340.625,-0.5114336,-0.7872816,340.625,2.7837367,-3.2227569,340.625,0.1137841,-0.1539157,340.625,-0.1726196,0.4105127,340.625,0.0223068,-0.6638471
,342.1875,-0.3417731,3.3344958,342.1875,-0.4861864,-1.0472115,342.1875,-3.3192286,3.6572971,342.1875,-0.045246,-0.1788323,342.1875,0.211079,-0.4738157,342.1875,-0.2590794,0.7189968
,343.75,-0.5289267,3.0229754,343.75,0.4282463,1.243398,343.75,-3.1564996,3.2693775,343.75,0.112015,0.1238258,343.75,0.2264401,-0.4473508,343.75,-0.3160059,0.635645
,345.3125,0.6959207,-3.0745096,345.3125,-0.5181447,-1.3569485,345.3125,3.6078963,-3.1950183,345.3125,-0.0987268,-0.1103605,345.3125,-0.3065948,0.4471045,345.3125,0.4274619,-0.5991786
,346.875,1.7824825,-2.7880833,346.875,0.1020794,-1.7831728,346.875,4.9557748,-1.7791201,346.875,-0.0947976,-0.1218069,346.875,-0.5213471,0.3016597,346.875,0.6851411,-0.3832966
,348.4375,-2.3076544,1.9675889,348.4375,0.8193327,-1.7292578,348.4375,-4.9199958,0.2889815,348.4375,0.03257,0.1472079,348.4375,0.5741441,-0.1063755,348.4375,-0.7384646,0.112483
,350,-2.4644489,1.4643207,350,-0.8375724,1.776709,350,-4.6130962,-0.3601124,350,-0.1062305,0.1090434,350,0.6050568,0.0091782,350,-0.7289115,-0.0523836
