C:\Simcenter\Testxpress\ProjectData,20.01.26,12:57:22,,,,,,,,,,,,,,,,
,M1: CHRA_x : FFT(C1) Frequency[Hz],M1: CHRA_x : FFT(C1) [g],,M2: CHRA_y : FFT(C2) Frequency[Hz],M2: CHRA_y : FFT(C2) [g],,M3: CHRA_z : FFT(C3) Frequency[Hz],M3: CHRA_z : FFT(C3) [g],,M4: EG_Block_x : FFT(C13) Frequency[Hz],M4: EG_Block_x : FFT(C13) [g],,M5: EG_Block_y : FFT(C14) Frequency[Hz],M5: EG_Block_y : FFT(C14) [g],,M6: EG_Block_z : FFT(C15) Frequency[Hz],M6: EG_Block_z : FFT(C15) [g],
Unit,Hz,g,,Hz,g,,Hz,g,,Hz,g,,Hz,g,,Hz,g,
Sensor,,,,,,,,,,,,,,,,,,
PointId,,,,,,,,,,,,,,,,,,
PointDir,,'',,,'',,,'',,,'',,,'',,,'',
Info1,,,,,,,,,,,,,,,,,,
Info2,,,,,,,,,,,,,,,,,,
Info3,,,,,,,,,,,,,,,,,,
Info4,,,,,,,,,,,,,,,,,,
Z Axis,,,,,,,,,,,,,,,,,,
,12870.3125,-0.2962159,-0.0154646,12870.3125,0.2569328,-0.0639193,12870.3125,-0.4380237,0.5633582,12870.3125,-0.1351342,-0.1648952,12870.3125,-0.2056593,-0.1937815,12870.3125,0.3759286,0.404959
,12871.875,0.3205533,0.1866513,12871.875,-0.2612886,0.0967084,12871.875,0.8007544,-0.4760191,12871.875,0.1854875,0.043248,12871.875,-0.2798841,0.2560578,12871.875,-0.3456381,-0.5268939
,12873.4375,-0.2148519,-0.2614273,12873.4375,0.2812218,-0.01094,12873.4375,-0.9049658,0.1647873,12873.4375,-0.1856096,0.2071657,12873.4375,0.1889645,-0.3202353,12873.4375,0.6281413,-0.4547484
,12875,-0.0721025,-0.3013842,12875,-0.3159879,-0.1100977,12875,-0.8250059,-0.2486619,12875,0.1653177,-0.2035381,12875,-0.0864496,0.2802001,12875,0.2128899,-0.5694423
,12876.5625,-0.2115572,0.229222,12876.5625,0.2787734,0.1275048,12876.5625,-0.5859011,-0.3534528,12876.5625,0.0795617,0.2137107,12876.5625,-0.1564159,-0.1767954,12876.5625,-0.0041829,0.5228383
,12878.125,0.2567846,0.0820266,12878.125,-0.2220428,-0.2572946,12878.125,0.4530946,0.281059,12878.125,0.0357691,0.2489009,12878.125,-0.0746043,0.2582667,12878.125,0.27361,-0.4413678
,12879.6875,-0.2488452,-0.015113,12879.6875,-0.1740389,0.276846,12879.6875,-0.3613208,-0.0254351,12879.6875,0.2299448,0.0547783,12879.6875,-0.2875687,-0.0834057,12879.6875,0.473401,-0.3131827
,12881.25,0.0973715,0.2170405,12881.25,0.2766677,-0.1804595,12881.25,0.3927275,0.2965991,12881.25,-0.1777915,-0.0690459,12881.25,0.2535771,0.078131,12881.25,0.3493736,0.3385743
,12882.8125,0.3376571,-0.0634366,12882.8125,0.0442563,0.2975312,12882.8125,-0.4294719,-0.4764612,12882.8125,-0.0115429,0.1625268,12882.8125,-0.3163169,0.0654735,12882.8125,-0.4688108,0.2080362
,12884.375,-0.3067944,-0.1684645,12884.375,0.0677273,-0.2899288,12884.375,-0.1868306,-0.6153965,12884.375,0.0145691,-0.2651612,12884.375,0.060825,-0.3952937,12884.375,-0.415739,-0.7021967
,12885.9375,0.1170679,0.2641582,12885.9375,0.1821226,-0.2383225,12885.9375,-0.4509807,0.4469119,12885.9375,0.2161276,-0.0589128,12885.9375,0.2624774,-0.0983692,12885.9375,-0.2334764,0.606243
,12887.5,0.2899892,-0.2607264,12887.5,0.369176,-0.0302293,12887.5,0.0153296,-0.8695849,12887.5,-0.2472407,0.1161874,12887.5,0.2028745,0.1638208,12887.5,-0.4619299,0.371143
,12889.0625,-0.0235042,0.4655703,12889.0625,-0.2820218,-0.0426396,12889.0625,0.7220075,0.5562997,12889.0625,0.2604084,-0.0727066,12889.0625,-0.2649856,0.206572,12889.0625,0.4532928,-0.4397
,12890.625,-0.1942143,-0.2189308,12890.625,-0.2397024,-0.0834386,12890.625,-0.6395004,0.2154504,12890.625,-0.1333948,-0.1730425,12890.625,-0.2226172,0.1488538,12890.625,0.4424261,0.0960534
,12892.1875,0.0616436,0.2631181,12892.1875,0.1408254,-0.196634,12892.1875,0.4935105,0.1726069,12892.1875,0.0198584,-0.250756,12892.1875,-0.1601641,-0.3526978,12892.1875,0.2416519,-0.5066535
,12893.75,0.1201423,-0.282409,12893.75,0.0686851,0.2396029,12893.75,-0.27357,-0.5117471,12893.75,-0.241784,0.0226512,12893.75,-0.0165748,-0.2599838,12893.75,-0.2628742,-0.3757088
,12895.3125,-0.2515566,0.1087039,12895.3125,-0.2841951,0.1278903,12895.3125,0.0793571,-0.6076835,12895.3125,0.2530211,-0.0702317,12895.3125,0.0470441,-0.2992038,12895.3125,-0.5034244,0.2067436
,12896.875,0.2255341,0.1562133,12896.875,0.4391008,-0.0228708,12896.875,0.6451815,-0.2298365,12896.875,-0.0563136,-0.1790622,12896.875,0.1131883,0.2264886,12896.875,0.5105699,-0.2181167
,12898.4375,-0.2690564,-0.1945143,12898.4375,-0.2770121,0.0472853,12898.4375,-0.6608985,-0.0811654,12898.4375,0.1442255,-0.1280982,12898.4375,-0.2613706,-0.2011656,12898.4375,-0.5009838,0.1459149
,12900,-0.0103677,0.4381354,12900,0.2946421,-0.0044463,12900,0.6530511,0.4493068,12900,0.139568,0.1345471,12900,-0.1748836,-0.2265168,12900,-0.1602227,0.4179953
,12901.5625,-0.3933278,-0.2663058,12901.5625,0.2917294,-0.0832677,12901.5625,-0.7961084,0.2491255,12901.5625,0.1756485,0.1448865,12901.5625,-0.2565814,-0.1637355,12901.5625,-0.5673467,-0.0652054
,12903.125,0.0301059,0.4005559,12903.125,-0.2491887,0.2060655,12903.125,0.6584539,0.3476038,12903.125,-0.1900667,-0.1613636,12903.125,-0.1415645,-0.2206696,12903.125,0.3076999,-0.5345256
,12904.6875,-0.0499301,-0.3501519,12904.6875,0.0440277,-0.2368907,12904.6875,-0.6667854,-0.3329728,12904.6875,0.16635,-0.0972322,12904.6875,-0.1682366,-0.1784928,12904.6875,-0.1626843,0.4632282
,12906.25,-0.0753515,0.427189,12906.25,0.3523533,-0.038137,12906.25,0.7655798,0.4915359,12906.25,-0.1711622,-0.0155068,12906.25,-0.2617288,-0.1323421,12906.25,0.4639566,-0.0921491
,12907.8125,0.0825616,-0.7514268,12907.8125,-0.5081545,0.1669274,12907.8125,-1.085287,-0.7617782,12907.8125,-0.152525,-0.168008,12907.8125,0.2910652,0.0810714,12907.8125,-0.5845333,-0.091004
,12909.375,-0.3202048,0.9394216,12909.375,0.6753531,-0.0879618,12909.375,1.0620301,1.2371606,12909.375,-0.0674929,0.2564338,12909.375,-0.1204514,-0.2667707,12909.375,-0.4890202,-0.4713332
,12910.9375,0.4563207,-0.4509633,12910.9375,-0.41654,-0.167961,12910.9375,-0.309123,-1.0352569,12910.9375,-0.1801039,0.0842409,12910.9375,-0.0324633,0.3368343,12910.9375,0.513452,0.0913673
,12912.5,-0.0031763,-0.5377792,12912.5,-0.4736856,0.0887163,12912.5,-0.7944031,-0.6735532,12912.5,-0.194436,0.0140673,12912.5,0.0124817,-0.2562778,12912.5,0.2155579,-0.4959164
,12914.0625,0.4879233,0.4645678,12914.0625,0.2916561,-0.4072487,12914.0625,1.1689112,-0.2211857,12914.0625,0.1536265,-0.186486,12914.0625,-0.2899951,-0.1508339,12914.0625,0.5192235,0.1549097
,12915.625,-0.4177356,-0.2892348,12915.625,-0.1132739,0.4025152,12915.625,0.1267263,-1.0152735,12915.625,-0.0913665,0.1708604,12915.625,0.2203074,0.1234281,12915.625,0.3986283,0.5570711
,12917.1875,0.6083822,0.0819279,12917.1875,-0.0347231,-0.527858,12917.1875,0.6513134,-0.8981528,12917.1875,0.1752549,0.0406877,12917.1875,-0.2924643,0.1094979,12917.1875,-0.4201124,-0.368239
,12918.75,-0.9084113,-0.5331575,12918.75,-0.2467264,0.8014863,12918.75,-1.5896691,0.9120509,12918.75,0.2031254,0.1323246,12918.75,0.2738947,-0.0016393,12918.75,0.6265655,0.177015
,12920.3125,0.1882856,-1.0797907,12920.3125,-0.910117,-0.0327931,12920.3125,-1.4558628,-1.3179164,12920.3125,-0.0993762,-0.1371411,12920.3125,0.0777059,0.2427331,12920.3125,-0.5175915,0.0108028
,12921.875,-0.0890747,0.7936299,12921.875,0.6171634,-0.0443797,12921.875,0.9918195,0.8946337,12921.875,-0.0317621,-0.2115985,12921.875,-0.105176,0.2706989,12921.875,-0.492603,0.4294209
,12923.4375,-0.1575114,0.4357465,12923.4375,-0.3903448,-0.0648616,12923.4375,0.5958508,0.5971625,12923.4375,0.1707186,-0.0593804,12923.4375,-0.0549479,-0.2665444,12923.4375,0.4780176,-0.2940094
,12925,0.3577145,0.2600944,12925,-0.0111301,-0.413457,12925,0.8520461,-0.2411881,12925,0.0869661,0.1837585,12925,-0.2666323,-0.0724103,12925,0.1570646,0.5373558
,12926.5625,-0.0124781,-0.5315727,12926.5625,-0.4082101,0.2566721,12926.5625,-0.6056103,-0.2845578,12926.5625,0.2207796,-0.03675,12926.5625,0.2705648,0.0077263,12926.5625,-0.4945237,-0.4627248
,12928.125,-0.4404668,0.1257432,12928.125,0.2821262,0.1472138,12928.125,0.0072028,0.6498583,12928.125,-0.2842568,0.055614,12928.125,0.0585163,-0.2535968,12928.125,0.3441167,0.434303
,12929.6875,-0.2958436,0.2112645,12929.6875,-0.327118,0.1297755,12929.6875,0.0343388,0.6608934,12929.6875,-0.0982285,-0.208937,12929.6875,0.2722348,-0.133875,12929.6875,0.2308912,-0.4962196
,12931.25,0.2863372,-0.2564048,12931.25,-0.2866162,-0.2220944,12931.25,-0.1686423,-0.6888564,12931.25,-0.1580092,-0.2244885,12931.25,0.315267,-0.1320025,12931.25,0.2090504,-0.4742396
,12932.8125,-0.3477505,0.2352351,12932.8125,0.2557749,0.2587556,12932.8125,0.0249448,0.7581372,12932.8125,0.2044503,0.0155501,12932.8125,-0.0304262,-0.2521624,12932.8125,-0.4204919,0.2421637
,12934.375,0.3695543,-0.1539501,12934.375,-0.1553555,-0.2987945,12934.375,0.2099482,-0.6896496,12934.375,-0.1325784,-0.2323288,12934.375,0.0258815,0.2557877,12934.375,-0.2909757,0.6722656
,12935.9375,-0.3631354,0.0272789,12935.9375,-0.1771509,0.2666776,12935.9375,-0.4121542,0.5897695,12935.9375,-0.136041,-0.1774225,12935.9375,0.0808575,-0.2365741,12935.9375,0.3117317,-0.5453886
,12937.5,0.3478926,0.1851703,12937.5,0.1557378,-0.3310377,12937.5,0.6903584,-0.4561356,12937.5,0.2365353,0.2032493,12937.5,-0.233831,-0.2843431,12937.5,0.6789086,0.146432
,12939.0625,-0.0896817,-0.4375525,12939.0625,0.3649751,-0.3333812,12939.0625,0.8077468,-0.058577,12939.0625,0.0087883,0.2242591,12939.0625,-0.2052406,-0.187346,12939.0625,0.3859758,0.5077012
,12940.625,-0.2962742,0.2553658,12940.625,-0.2934439,-0.2810332,12940.625,0.333044,-0.6117786,12940.625,0.0055972,-0.2753635,12940.625,0.115611,-0.2969243,12940.625,0.0661772,-0.8569346
,12942.1875,-0.5775508,-0.0495267,12942.1875,0.0832515,0.4955689,12942.1875,-0.5669188,0.8343506,12942.1875,0.0643598,0.2973272,12942.1875,-0.0482681,-0.244498,12942.1875,0.1602792,0.9967893
,12943.75,0.9172252,-0.1859337,12943.75,-0.3140656,-0.7591325,12943.75,0.5850855,-1.5523909,12943.75,0.145595,0.2417205,12943.75,0.2636815,0.0383695,12943.75,-0.370145,-0.6448535
,12945.3125,-0.6856999,0.2236246,12945.3125,0.2815058,0.5092669,12945.3125,-0.2445741,1.3101034,12945.3125,-0.1791523,-0.2128683,12945.3125,-0.1934641,-0.1920534,12945.3125,-0.4717847,-0.2500109
,12946.875,-0.2841699,-0.2970194,12946.875,-0.014393,0.2890635,12946.875,0.0673582,-0.7506869,12946.875,-0.1951957,0.0081465,12946.875,0.2629423,-0.2430424,12946.875,-0.3328581,0.3697662
,12948.4375,0.1742308,0.5400231,12948.4375,0.210498,-0.3615529,12948.4375,0.7669431,0.2496708,12948.4375,0.1286935,-0.1822456,12948.4375,-0.2694657,0.2162172,12948.4375,0.2007432,-0.7452298
,12950,-0.0573842,-0.5947388,12950,-0.3668839,0.3768334,12950,-0.7350986,-0.4671322,12950,0.0004445,0.2580015,12950,-0.1075358,0.2740625,12950,0.1196394,0.9266013
,12951.5625,-0.1778025,0.4294509,12951.5625,0.4107067,-0.1738652,12951.5625,0.3655223,0.5749108,12951.5625,0.0451873,-0.2143217,12951.5625,0.1519439,-0.2501101,12951.5625,-0.0607134,-0.6597786
,12953.125,0.5781222,-0.1819085,12953.125,-0.402974,-0.1932463,12953.125,0.2167987,-0.745548,12953.125,0.2171832,-0.0333048,12953.125,0.0349691,-0.2870848,12953.125,0.4466285,0.3406452
,12954.6875,-0.8908793,0.1028136,12954.6875,0.4644364,0.4847636,12954.6875,-0.5353523,1.0563233,12954.6875,-0.1848555,0.0052752,12954.6875,-0.004257,0.248428,12954.6875,0.2586561,-0.5734897
,12956.25,0.9162936,-0.2200191,12956.25,-0.5603985,-0.5155364,12956.25,0.394492,-1.299988,12956.25,0.1428043,0.1431073,12956.25,0.2153081,0.077786,12956.25,0.4832337,0.2995982
,12957.8125,-0.6821302,0.4303756,12957.8125,0.5697054,0.2340136,12957.8125,0.0407139,1.2639638,12957.8125,0.1592453,-0.1495762,12957.8125,-0.0036416,-0.2080497,12957.8125,-0.0294406,0.4245618
,12959.375,0.203636,-0.6654201,12959.375,-0.4265744,0.2499576,12959.375,-0.6105287,-0.8739305,12959.375,0.2338812,-0.113121,12959.375,0.2048447,0.1066394,12959.375,0.4007263,-0.107439
,12960.9375,0.3385258,0.635735,12960.9375,0.1210142,-0.5848955,12960.9375,0.9118592,0.1773449,12960.9375,-0.1699181,0.0867209,12960.9375,0.2298958,-0.1400648,12960.9375,-0.216379,0.5014781
,12962.5,-0.5045218,-0.1815016,12962.5,0.2134082,0.4353294,12962.5,-0.5371277,0.4338892,12962.5,-0.1640019,0.1543979,12962.5,0.2376655,0.2029646,12962.5,0.2082736,-0.4801073
,12964.0625,-0.1140548,-0.2443135,12964.0625,-0.1274832,0.3300596,12964.0625,-0.050784,-0.3915759,12964.0625,0.1047154,-0.176411,12964.0625,0.3770698,-0.1692263,12964.0625,0.1064277,-0.4555616
,12965.625,-0.2415558,0.2674358,12965.625,0.3685374,-0.0563706,12965.625,-0.4285822,-0.2863981,12965.625,-0.024919,0.2462739,12965.625,0.0559978,-0.3220737,12965.625,0.1201497,0.4610962
,12967.1875,0.0790894,-0.3641393,12967.1875,-0.4124958,0.1241447,12967.1875,0.4407547,0.1601452,12967.1875,0.1229852,-0.1668793,12967.1875,-0.1036288,0.2884147,12967.1875,0.1262815,0.3906926
,12968.75,-0.4546598,0.0963136,12968.75,0.2818691,0.1640204,12968.75,-0.3062659,0.4369873,12968.75,-0.1806058,-0.167055,12968.75,-0.2593709,0.1324342,12968.75,-0.5360557,-0.0570438
,12970.3125,-0.0002938,-0.3908321,12970.3125,0.343695,-0.0559567,12970.3125,0.5339009,0.2457259,12970.3125,0.1590057,0.1970606,12970.3125,-0.1772196,0.266246,12970.3125,0.5351741,0.2320876
,12971.875,0.3860319,-0.2402584,12971.875,-0.3840533,-0.1460366,12971.875,0.0511814,-0.6483206,12971.875,-0.13298,-0.1727666,12971.875,-0.1531017,0.2685603,12971.875,-0.0655416,-0.5445436
,12973.4375,-0.3649702,-0.166673,12973.4375,0.1170006,0.3435656,12973.4375,-0.5320805,0.2997542,12973.4375,0.1565952,0.2033198,12973.4375,0.1380349,0.307555,12973.4375,-0.4763806,-0.1498609
,12975,0.008812,0.3710468,12975,0.2192818,-0.2724678,12975,0.4667147,0.204674,12975,-0.1999535,0.113915,12975,0.2683254,-0.070865,12975,-0.6792622,-0.0130489
,12976.5625,0.2731217,-0.3233565,12976.5625,-0.3292412,0.0643012,12976.5625,-0.1810969,-0.4523575,12976.5625,0.2008194,-0.2016246,12976.5625,0.1377566,0.3118246,12976.5625,-0.540816,0.4629332
,12978.125,-0.4037034,0.0916058,12978.125,0.1268223,0.3216842,12978.125,-0.1597763,0.4269456,12978.125,-0.0867952,-0.2553152,12978.125,0.2515029,-0.1397804,12978.125,-0.6171727,-0.1533763
,12979.6875,0.4418283,0.1744111,12979.6875,-0.1603131,-0.3002191,12979.6875,-0.6552662,-0.0947745,12979.6875,0.2035684,0.0227668,12979.6875,-0.0759353,-0.2687513,12979.6875,0.3790681,0.2833088
,12981.25,-0.3187081,-0.3554283,12981.25,0.1574185,-0.3592027,12981.25,0.8321802,0.4127821,12981.25,0.1833397,0.023503,12981.25,0.382997,-0.036777,12981.25,-0.3544575,0.3010319
,12982.8125,0.0466288,0.3531086,12982.8125,-0.1094299,0.2870138,12982.8125,-0.7054067,-0.3049,12982.8125,-0.1866455,-0.0693636,12982.8125,-0.2901496,0.0441365,12982.8125,-0.3849928,0.3680309
,12984.375,0.1786613,-0.1827157,12984.375,0.3156179,-0.0211641,12984.375,0.4424387,-0.1959372,12984.375,0.1247886,-0.1963871,12984.375,-0.1312453,0.2876855,12984.375,-0.6046041,0.00295
,12985.9375,-0.2687207,0.029524,12985.9375,0.1226374,0.2443618,12985.9375,0.5150135,-0.0335816,12985.9375,-0.0036934,0.2111186,12985.9375,0.3411093,0.0089039,12985.9375,0.4681029,-0.299386
,12987.5,0.2294121,0.1049541,12987.5,-0.0782384,-0.3366627,12987.5,-0.3246942,-0.5013245,12987.5,-0.2147211,0.0631415,12987.5,-0.3713789,0.1024548,12987.5,-0.4296968,0.3057253
,12989.0625,-0.1279249,-0.2546436,12989.0625,-0.0122123,0.3361305,12989.0625,-0.4224311,0.0672754,12989.0625,0.1598012,0.1198105,12989.0625,-0.1962481,-0.2452209,12989.0625,-0.1510646,-0.4469314
,12990.625,0.0799758,0.3781023,12990.625,-0.2940834,0.0991826,12990.625,0.5026751,0.0646831,12990.625,-0.1125586,0.1826508,12990.625,-0.1254727,-0.3704512,12990.625,0.63079,-0.1066311
,12992.1875,0.0148531,-0.4318501,12992.1875,-0.213419,0.2001092,12992.1875,-0.4554248,-0.32094,12992.1875,0.1625731,-0.1805098,12992.1875,-0.3718991,-0.1715929,12992.1875,0.36255,-0.5685177
,12993.75,-0.1746718,0.3635511,12993.75,0.3636889,-0.0940832,12993.75,0.2086859,0.4924729,12993.75,0.0947313,-0.1780517,12993.75,0.4073411,0.1397771,12993.75,-0.4768089,0.2133032
,12995.3125,0.2994665,-0.3213518,12995.3125,-0.3792247,0.0225505,12995.3125,-0.457377,-0.441144,12995.3125,-0.1165421,0.2123244,12995.3125,0.2105404,0.254545,12995.3125,0.4764064,-0.269111
,12996.875,-0.3611552,0.3210928,12996.875,0.3277542,-0.0015229,12996.875,0.3688947,0.5251867,12996.875,0.1833949,-0.1288667,12996.875,-0.1518097,-0.2800384,12996.875,-0.0224656,0.4640999
,12998.4375,0.3533591,-0.2445893,12998.4375,-0.3424345,-0.0294526,12998.4375,0.0864002,-0.5384754,12998.4375,0.0638888,-0.2046964,12998.4375,0.2501885,-0.1530396,12998.4375,0.3675413,-0.3536998
,13000,-0.3696295,0.1756899,13000,-0.0817184,0.2769828,13000,-0.5263795,-0.4555052,13000,0.0965482,-0.2214685,13000,0.2826127,0.010891,13000,-0.5021991,0.2811245
,13001.5625,0.391695,-0.1031406,13001.5625,0.1013636,-0.2881254,13001.5625,0.5836716,0.6814587,13001.5625,-0.104421,-0.239581,13001.5625,-0.1267053,0.2770574,13001.5625,-0.4025128,-0.3777889
,13003.125,-0.3591664,0.0135732,13003.125,-0.2086913,0.1349131,13003.125,-0.5481419,-0.4908241,13003.125,-0.0160607,0.2288533,13003.125,-0.1494409,0.2686169,13003.125,0.0324147,0.4714259
,13004.6875,0.3310341,0.0714095,13004.6875,-0.2062748,0.2151886,13004.6875,0.5613708,0.1972511,13004.6875,-0.0208715,-0.2073878,13004.6875,0.0206138,-0.3249808,13004.6875,-0.4174989,-0.375028
,13006.25,-0.3529145,-0.1649044,13006.25,-0.0816278,0.3396729,13006.25,-0.516031,-0.074938,13006.25,-0.175515,0.1440513,13006.25,-0.0820711,-0.3223758,13006.25,-0.4658326,0.4366244
,13007.8125,0.4239204,0.1725432,13007.8125,-0.1734973,-0.3457806,13007.8125,0.4795227,-0.2502347,13007.8125,0.1304515,0.158958,13007.8125,-0.172914,-0.1493956,13007.8125,0.0494622,-0.583533
,13009.375,-0.5262902,-0.0962198,13009.375,0.3037878,0.3629135,13009.375,-0.4701266,0.4329539,13009.375,0.2112875,0.1389164,13009.375,-0.1043458,0.2575934,13009.375,-0.4331124,-0.4874426
,13010.9375,0.5929136,-0.0980721,13010.9375,-0.5212224,-0.2993644,13010.9375,0.3564656,-0.7069505,13010.9375,0.1855926,-0.1626832,13010.9375,0.1279265,-0.2821584,13010.9375,0.3758451,-0.2134668
,13012.5,-0.512015,0.3957543,13012.5,0.5861896,0.0796711,13012.5,-0.1205058,0.8260757,13012.5,-0.1095329,0.207032,13012.5,0.1090291,0.2397462,13012.5,0.0051896,0.6120594
,13014.0625,0.3007659,-0.5665119,13014.0625,-0.4632325,0.1791331,13014.0625,-0.2021071,-0.7628458,13014.0625,-0.1725365,0.1142817,13014.0625,-0.2159037,0.2076954,13014.0625,0.17071,-0.5044988
,13015.625,-0.0174803,0.5505415,13015.625,0.3247047,-0.3994708,13015.625,0.5890751,0.5391163,13015.625,-0.1577833,-0.1416071,13015.625,0.2534075,-0.0703971,13015.625,-0.5517054,0.1006237
,13017.1875,-0.3024473,-0.401476,13017.1875,-0.0972227,0.5258747,13017.1875,-0.7995011,-0.1251189,13017.1875,0.0633583,-0.229421,13017.1875,-0.1177959,-0.2697759,13017.1875,0.2074989,-0.5018837
,13018.75,0.5004847,0.0912881,13018.75,-0.2307205,-0.4173816,13018.75,0.6496381,-0.3777765,13018.75,-0.2507313,0.0471418,13018.75,0.004146,0.3061374,13018.75,0.4465381,-0.3417629
,13020.3125,-0.4519888,0.2238858,13020.3125,0.4153728,0.1591107,13020.3125,-0.2103421,0.6005625,13020.3125,0.2051376,-0.1611221,13020.3125,-0.0517532,-0.3211889,13020.3125,0.3501135,-0.5654553
,13021.875,0.1717985,-0.299601,13021.875,-0.3004502,0.0699163,13021.875,-0.234548,-0.3201225,13021.875,-0.0145762,0.24499,13021.875,-0.0182292,0.3210632,13021.875,-0.6467744,-0.1913728
,13023.4375,0.0644229,-0.2690936,13023.4375,-0.4267448,0.1102875,13023.4375,0.3083889,-0.1206885,13023.4375,-0.2023924,-0.0993864,13023.4375,0.1539368,-0.3720426,13023.4375,0.3317915,0.407768
,13025,-0.2503985,0.2183028,13025,0.5774526,0.0526833,13025,0.0215992,0.4102753,13025,-0.0270908,0.2049431,13025,-0.3305535,0.1968642,13025,0.1074599,0.5821159
,13026.5625,-0.2939947,-0.2425967,13026.5625,-0.4713001,-0.2674709,13026.5625,-0.3930568,-0.0133764,13026.5625,-0.2041753,-0.1171362,13026.5625,0.2471644,0.1664407,13026.5625,-0.2135092,-0.517156
,13028.125,0.397061,-0.1188908,13028.125,0.1736071,-0.3234855,13028.125,0.2064983,-0.4343276,13028.125,0.1794066,0.1554988,13028.125,-0.0928271,0.2804695,13028.125,0.4300513,0.2922905
,13029.6875,-0.0274865,0.3527535,13029.6875,-0.3791019,0.0549113,13029.6875,0.3544845,0.368347,13029.6875,0.0005342,0.214376,13029.6875,0.1825452,0.2898782,13029.6875,-0.4153743,-0.5028244
,13031.25,-0.3738378,-0.1076787,13031.25,0.1621705,0.3737362,13031.25,-0.3789311,0.306293,13031.25,0.0314067,-0.2313177,13031.25,0.1968613,0.2922727,13031.25,-0.283779,-0.6277
,13032.8125,0.0089857,0.3439324,13032.8125,0.3000197,-0.477613,13032.8125,-0.4588231,0.1788758,13032.8125,-0.1809166,-0.1190236,13032.8125,-0.3433551,-0.0907366,13032.8125,0.2902592,0.5089067
,13034.375,0.3780532,-0.2347284,13034.375,-0.7122873,-0.1303445,13034.375,0.070032,-0.5569776,13034.375,-0.0514823,0.2738916,13034.375,-0.2474391,-0.3653468,13034.375,0.2122643,0.5921598
,13035.9375,-0.3354931,0.0180616,13035.9375,-0.279637,0.3007488,13035.9375,-0.2810708,-0.2307537,13035.9375,-0.0719376,-0.2821372,13035.9375,-0.1145795,-0.3157171,13035.9375,0.1223587,0.6717567
,13037.5,-0.3353434,0.1261228,13037.5,-0.3284284,-0.0921704,13037.5,-0.1828407,0.3710556,13037.5,-0.2517811,-0.0091925,13037.5,0.2548141,0.1601057,13037.5,-0.5601702,0.1485314
,13039.0625,0.2953453,0.2656296,13039.0625,0.1779413,0.2869043,13039.0625,-0.3795512,-0.4117495,13039.0625,0.1635285,0.1466363,13039.0625,-0.3442684,-0.0314432,13039.0625,-0.2078304,-0.5975485
,13040.625,0.3247072,0.600112,13040.625,0.2239209,-0.7195009,13040.625,1.1917478,0.3122267,13040.625,-0.1635275,-0.2498316,13040.625,0.3286366,-0.2166416,13040.625,-0.4566094,-0.4932094
,13042.1875,-0.6405617,-0.434539,13042.1875,0.0980047,0.8945947,13042.1875,-1.2570595,0.1103871,13042.1875,0.006319,0.2169758,13042.1875,-0.2292495,0.2697149,13042.1875,0.0709277,0.6137905
,13043.75,0.3280497,0.3200153,13043.75,0.0530049,-0.5350143,13043.75,0.7110723,-0.0744868,13043.75,0.2003629,0.0462939,13043.75,0.1384928,0.2826225,13043.75,-0.572875,0.088097
,13045.3125,0.6059157,-0.7612609,13045.3125,-1.1430501,0.0085918,13045.3125,-0.0423214,-1.7256283,13045.3125,0.0817205,-0.1926744,13045.3125,0.0884477,0.2999935,13045.3125,0.3400238,0.363194
,13046.875,-0.3459785,0.770005,13046.875,0.921003,-0.1972502,13046.875,0.2398665,1.4589933,13046.875,-0.1114981,0.1998434,13046.875,0.2595316,0.2151909,13046.875,0.2618266,0.3562576
,13048.4375,-0.0203103,-0.4013345,13048.4375,-0.3346263,0.2810284,13048.4375,-0.264775,-0.5271851,13048.4375,0.2114475,-0.108145,13048.4375,-0.3219959,-0.1172171,13048.4375,-0.4280703,-0.2183431
,13050,-0.272437,-0.1000679,13050,-0.3623932,0.1601356,13050,-0.469364,0.0793256,13050,-0.1739294,0.0937832,13050,0.1326263,0.3503514,13050,-0.4370916,-0.1469791
,13051.5625,-0.3785765,0.1916112,13051.5625,0.5072987,0.3286301,13051.5625,-0.4585744,0.8816627,13051.5625,-0.172736,-0.0237084,13051.5625,-0.1212615,0.3154444,13051.5625,0.3536504,-0.3729747
,13053.125,0.4663069,-0.0530314,13053.125,-0.3639309,-0.4697643,13053.125,0.4884511,-0.5833521,13053.125,0.2179879,-0.0413027,13053.125,-0.246067,-0.1803307,13053.125,0.5422513,-0.1992608
,13054.6875,-0.5091955,0.2333065,13054.6875,0.6416071,0.3766046,13054.6875,-0.2808996,0.9816105,13054.6875,-0.1672264,-0.0880133,13054.6875,-0.2058222,-0.1731656,13054.6875,-0.5859192,-0.1760129
,13056.25,-0.2567297,-0.3209283,13056.25,-0.2581647,0.5491723,13056.25,-0.8141307,-0.257715,13056.25,-0.0059558,0.2242453,13056.25,0.3023226,0.1374511,13056.25,0.2393417,0.6012257
,13057.8125,-0.0365883,-0.3700314,13057.8125,-0.4438698,0.5598071,13057.8125,-0.5960826,-0.41257,13057.8125,0.0261052,-0.2280402,13057.8125,0.1402839,0.1936209,13057.8125,-0.1274367,0.5242859
